category_id,category,articles
0,opinion,empty wall avoid phone find beauty surroundings   look 
3,arts,club owner mitzi shore foster stand ups feud son soak everything  richard pryor robin williams others
0,opinion,campaign maximum pressure  bring tehran table
0,opinion,self serve political elite  demand radicalize disaffect citizen
5,sports,phenom make encouraging n b debut concern remain health risk biomechanical flaw decision specialize basketball young age
0,opinion,new york law book less month already critic attack
2,politics,conclusion house manager formal argument look long trial  go
0,opinion,brazil mire endless drama government bring democracy brink
2,politics,state latino population potentially important bloc democratic voting local leader believe effort make caucus site friendly spanish speaker fall short
0,opinion, reputation gruffness sander hesitate attack opponent directly hold back
4,business,federal agency ban sale sheep lung key ingredient haggis lover distinctive scottish dish find way 
0,opinion,happens society lose capacity awe wonder thing come
2,politics,new study find american reluctant use word describe hypothetical president highlight sneaky way language illuminate bias
4,business,visit flagship location company  new york shop   loan street
1,world,m thunberg rebuke world leader inaction climate change say deterred critic call concern 
1,world,british police accuse american woman drive wrong side road accident kill teenage motorcyclist state department say diplomatic immunity
4,business,bank say  work p client least  diverse board candidate attempt increase woman minority director
1,world,cecilia mangini make splash  movie disaffect roman teenager late draw material north vietnam mid  release weekend
5,sports,meet california top official college sport mull change rule  allow athlete profit fame new standard happen least 
0,opinion,lose always safeguard privacy well well
5,sports,gauff  year old phenom straight set    
1,world,asia  large economy draw closer  new year holiday start japanese say help regard chinese visitor warily
4,business,city step debate privacy say  real time facial recognition technology tackle serious crime
1,world,official myanmar say little ruling  protect muslim ethnic group report back step take
4,business,england southwestern coast community build  cornwall attract resident buy prince charles housing philosophy
1,world,police say believe gunman surrender related victim kill inn small southwest german town
