date,url,headline,doc_type,material_type,section,keywords
2020-01-18,https://www.nytimes.com/2020/01/17/us/politics/jane-raskin-impeachment-trial.html,"Jane Raskin, Who Helped Trump in Mueller Inquiry, Joins President’s Defense Team",article,News,,"['Impeachment', 'Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry', 'Russian Interference in 2016 US Elections and Ties to Trump Associates', 'United States Politics and Government']"
2020-01-18,https://www.nytimes.com/2020/01/17/us/politics/trump-impeachment-pelosi-sanders-biden.html,"How Trump Is Spreading a Conspiracy Theory About Pelosi, Biden and Sanders",article,News,,"['Rumors and Misinformation', 'Presidential Election of 2020', 'Presidential Election of 2016']"
2020-01-18,https://www.nytimes.com/2020/01/17/us/virginia-gun-rally-explainer.html,What to Know About the Virginia Gun Rally,article,News,,"['Gun Control', 'Demonstrations, Protests and Riots', 'Richmond, Va, Gun Rally (January, 2020)']"
2020-01-18,https://www.nytimes.com/2020/01/17/opinion/bill-weld-new-hampshire-primary.html,Can Anyone Save the G.O.P.?,article,Op-Ed,,"['Presidential Election of 2020', 'United States Politics and Government', 'Primaries and Caucuses', 'Impeachment']"
2020-01-18,https://www.nytimes.com/2020/01/17/opinion/war-has-ripple-effects.html,War Has Ripple Effects,article,Op-Ed,,"['Iraq War (2003-11)', 'United States Defense and Military Forces', 'Addiction (Psychology)', 'Opioids and Opiates', 'Veterans', 'Deaths (Fatalities)', 'Widows and Widowers']"
2020-01-18,https://www.nytimes.com/2020/01/17/us/politics/impeachment-briefing-team-trump.html,Impeachment Briefing: Team Trump,article,News,,['Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry']
2020-01-18,https://www.nytimes.com/2020/01/17/crosswords/daily-puzzle-2020-01-18.html,Leisure Activity for Which You Need Glasses,article,News,,['Crossword Puzzles']
2020-01-18,https://www.nytimes.com/2020/01/17/us/politics/trump-vaping-azar.html,"In Oval Office Meeting, Trump Expresses Regret on Vaping Policy",article,News,,"['E-Cigarettes', 'Recalls and Bans of Products']"
2020-01-18,https://www.nytimes.com/2020/01/17/us/politics/democrats-lev-parnas-material.html,Democrats Release More Material From Lev Parnas on Ukraine Campaign,article,News,,"['Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry', 'Presidential Election of 2020', 'United States Politics and Government', 'United States International Relations']"
2020-01-18,https://www.nytimes.com/2020/01/18/todayspaper/quotation-of-the-day-tech-giants-bullied-us-rivals-testify.html,"Quotation of the Day: Tech Giants ‘Bullied’ Us, Rivals Testify",article,Quote,,[]
2020-01-18,https://www.nytimes.com/2020/01/18/world/australia/fires-donations-help.html,Donations Are Pouring Into Australia. Now What?,article,News,,"['Philanthropy', 'Wildfires', 'Fires and Firefighters', 'Global Warming']"
2020-01-18,https://www.nytimes.com/2020/01/18/arts/television/whats-on-tv-saturday-seven-worlds-one-planet-and-little-america.html,"What’s on TV Saturday: ‘Seven Worlds, One Planet’ and ‘Little America’",article,News,,"['Movies', 'Television']"
2020-01-18,https://www.nytimes.com/2020/01/18/sports/conor-mcgregor-and-ufc-attempt-a-shift-away-from-heel-status.html,Conor McGregor and U.F.C. Attempt a Shift Away from Heel Status,article,News,,['Mixed Martial Arts']
2020-01-18,https://www.nytimes.com/2020/01/18/sports/sign-stealing.html,Technology Throws a Curveball to a Sport Built on Deceit. Or Is It Gamesmanship?,article,News,,"['Baseball', 'Cheating']"
2020-01-18,https://www.nytimes.com/2020/01/18/sports/basketball/lakers-clippers-staples-center.html,Lakers and Clippers: The Back-to-Back to Beware,article,News,,['Basketball']
2020-01-18,https://www.nytimes.com/2020/01/18/sports/tennis/amanda-anisimova-australian-open.html,A Grieving Young Tennis Star Finds Solace on the Court,article,News,,"['Tennis', 'Australian Open (Tennis)', 'Immigration and Emigration', 'Coaches and Managers']"
2020-01-18,https://www.nytimes.com/2020/01/18/world/middleeast/libya-war-hifter-russia.html,"As Libya Descends Into Chaos, Foreign Powers Look for a Way Out",article,News,,"['Politics and Government', 'Defense and Military Forces', 'Mercenaries and Private Military Contractors', 'United States International Relations']"
2020-01-18,https://www.nytimes.com/2020/01/18/world/europe/italy-five-star.html,"As Five Star Party Risks Implosion, Italy Fears the Fallout",article,News,,"['Politics and Government', 'Legislatures and Parliaments']"
2020-01-18,https://www.nytimes.com/2020/01/18/us/politics/warren-vs-sanders-democratic-debate.html,Sanders vs. Warren: This Week in the 2020 Race,article,News,,"['Presidential Election of 2020', 'Debates (Political)']"
2020-01-18,https://www.nytimes.com/2020/01/18/books/best-novels-teenagers.html,7 Great Contemporary Novels for Teenagers,article,News,,['Books and Literature']
2020-01-18,https://www.nytimes.com/2020/01/18/us/womens-march.html,"Issues Abound at 4th Women’s March, ‘But It All Ties Into Trump’",article,News,,"['Demonstrations, Protests and Riots', ""Women's Rights"", 'Women and Girls', 'United States Politics and Government']"
2020-01-18,https://www.nytimes.com/2020/01/18/briefing/11-of-our-best-weekend-reads.html,11 of Our Best Weekend Reads,article,News,,[]
2020-01-18,https://www.nytimes.com/2020/01/18/style/self-care/veganuary-vegan-january.html,"Pledging to Go Vegan, at Least for January",article,News,,"['Veganism', 'Vegetarianism']"
2020-01-18,https://www.nytimes.com/2020/01/18/travel/cruise-refunds.html,Help! A Hurricane Destroyed Our House and We Can’t Afford That Vacation Anymore,article,News,,"['Travel and Vacations', 'Cruises', 'Hurricane Dorian (2019)', 'Insurance']"
2020-01-18,https://www.nytimes.com/2020/01/18/us/politics/guantanamo-bay-mystery-death.html,"Sex, Power and Fury: The Mystery of a Death at Guantánamo Bay",article,News,,"['Assaults', 'Deaths (Fatalities)', 'Bars and Nightclubs', 'ADULTERY', 'Military Bases and Installations', 'United States Defense and Military Forces']"
2020-01-18,https://www.nytimes.com/2020/01/18/books/childrens-books-anxiety.html,9 Books to Help Calm an Anxious Toddler,article,News,,['Books and Literature']
2020-01-18,https://www.nytimes.com/2020/01/18/technology/clearview-privacy-facial-recognition.html,The Secretive Company That Might End Privacy as We Know It,article,News,,"['Facial Recognition Software', 'Privacy', 'Social Media', 'Identification Devices', 'Artificial Intelligence', 'Police']"
2020-01-18,https://www.nytimes.com/2020/01/18/us/politics/pete-buttigieg-political-experience.html,Would a 37-Year-Old Woman Be Where Pete Buttigieg Is?,article,News,,"['Women and Girls', 'Discrimination', 'Presidential Election of 2020', 'United States Politics and Government', 'Age, Chronological', 'City Councils']"
2020-01-18,https://www.nytimes.com/2020/01/18/fashion/weddings/politics-aside-a-win-for-both-in-the-senate-softball-league.html,"Politics Aside, a Win for Both in the Senate Softball League",article,News,,['Weddings and Engagements']
2020-01-18,https://www.nytimes.com/2020/01/18/fashion/weddings/the-right-words-came-easy.html,The Right Words Came Easy,article,News,,['Weddings and Engagements']
2020-01-18,https://www.nytimes.com/2020/01/18/pageoneplus/corrections-jan-18-2020.html,"Corrections: Jan. 18, 2020",article,News,,[]
2020-01-18,https://www.nytimes.com/2020/01/18/us/usa-legal-age.html,When Are You Really an Adult?,article,News,,"['Age, Chronological', 'Colleges and Universities', 'Psychology and Psychologists', 'Teenagers and Adolescence', 'Gun Control', 'Alcohol Abuse', 'Voting and Voters', 'Law and Legislation', 'Draft and Recruitment (Military)']"
2020-01-18,https://www.nytimes.com/2020/01/18/sports/houston-astros-cheating.html,The Rise and Sudden Fall of the Houston Astros,article,News,,"['Baseball', 'Cheating']"
2020-01-18,https://www.nytimes.com/slideshow/2020/01/18/fashion/runway-mens/loewe-fall-2020.html,Loewe: Fall 2020,multimedia,Slideshow,,['Paris Fashion Week']
2020-01-18,https://www.nytimes.com/2020/01/18/realestate/how-do-i-rent-a-new-york-apartment-for-less-than-a-year.html,How Do I Rent a New York Apartment for Less Than a Year?,article,News,,"['Real Estate and Housing (Residential)', 'Renting and Leasing (Real Estate)', 'Dormitories', 'Roommates']"
2020-01-18,https://www.nytimes.com/2020/01/18/world/asia/forbidden-city-car-photo.html,S.U.V. in Forbidden City Prompts Rage at China’s Rich,article,News,,"['High Net Worth Individuals', 'Income Inequality', 'Social Media', 'Sports Utility Vehicles and Light Trucks']"
2020-01-18,https://www.nytimes.com/2020/01/18/admin/all-hail-this-vegetarian-curry.html,All Hail This Vegetarian Curry,article,News,,[]
2020-01-18,https://www.nytimes.com/2020/01/18/world/middleeast/ukraine-plane-crash-black-boxes-iran.html,"Downed Plane’s Black Boxes Will Go to Ukraine, Iranian Media Says",article,News,,"['Ukraine International Airlines Flight 752', 'Aviation Accidents, Safety and Disasters', 'Deaths (Fatalities)']"
2020-01-18,https://www.nytimes.com/2020/01/18/opinion/sunday/institutions-trust.html,How Did Americans Lose Faith in Everything?,article,Op-Ed,,"['Social Conditions and Trends', 'Ethics and Official Misconduct', 'United States Politics and Government']"
2020-01-18,https://www.nytimes.com/2020/01/18/opinion/venezuela-guaido-maduro.html,Venezuela’s Only Choice Left,article,Op-Ed,,"['Politics and Government', 'Constitutions']"
2020-01-18,https://www.nytimes.com/2020/01/18/opinion/the-changing-colors-of-istanbul.html,The Changing Colors of Istanbul,article,Op-Ed,,"['Fluorescent Bulbs', 'Photography', 'Politics and Government', 'Armenians', 'Immigration and Emigration']"
2020-01-18,https://www.nytimes.com/2020/01/18/reader-center/politics-dating-apps.html,Love in the Time of Trump: How Do You Approach Politics on Dating Apps?,article,News,,"['Mobile Applications', 'Online Dating', 'Presidential Election of 2020', 'United States Politics and Government']"
2020-01-18,https://www.nytimes.com/2020/01/18/us/virginia-guns-charlottesville.html,What Did Virginia Learn From Charlottesville?,article,News,,"['Richmond, Va, Gun Rally (January, 2020)', 'Demonstrations, Protests and Riots', 'Charlottesville, Va, Violence (August, 2017)']"
2020-01-18,https://www.nytimes.com/2020/01/18/crosswords/variety-acrostic.html,Variety: Acrostic,article,News,,[]
2020-01-18,https://www.nytimes.com/2020/01/18/us/two-textbooks-two-americas.html,"Two Textbooks, Two Americas",article,News,,"['Race and Ethnicity', 'Immigration and Emigration', 'Education (K-12)', 'History (Academic Subject)']"
2020-01-18,https://www.nytimes.com/2020/01/18/opinion/letters/influential-books.html,The Book That Changed My Life,article,Letter,,"['Books and Literature', 'Writing and Writers']"
2020-01-18,https://www.nytimes.com/2020/01/18/us/virginia-guns-trump.html,Trump on Virginia Gun Dispute: 2nd Amendment ‘Under Very Serious Attack’,article,News,,"['Gun Control', 'Richmond, Va, Gun Rally (January, 2020)', 'Mass Shootings', 'Charlottesville, Va, Violence (August, 2017)', 'Second Amendment (US Constitution)']"
2020-01-18,https://www.nytimes.com/2020/01/18/us/politics/impeachment-susan-collins.html,"Impeachment Trial Puts Susan Collins, Stung by Kavanaugh Backlash, Under Scrutiny",article,News,,"['Impeachment', 'United States Politics and Government', 'Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry']"
2020-01-18,https://www.nytimes.com/2020/01/18/sports/cowboy-vs-mcgregor.html,How Conor McGregor Beat Donald Cerrone at U.F.C. 246,article,News,,['Mixed Martial Arts']
2020-01-18,https://www.nytimes.com/slideshow/2020/01/18/fashion/runway-mens/jacquemus-fall-2020.html,Jacquemus: Fall 2020,multimedia,Slideshow,,['Paris Fashion Week']
2020-01-18,https://www.nytimes.com/2020/01/18/world/europe/meghan-harry-royals-uk.html,Harry and Meghan Give Up Royal Titles and Forgo State Funding,article,News,,['Royal Families']
2020-01-18,https://www.nytimes.com/2020/01/18/arts/peter-larkin-dead.html,"Peter Larkin, Stage Designer With a Funky Asterisk, Dies at 93",article,Obituary (Obit),,"['Deaths (Obituaries)', 'Design', 'Theater', 'Movies']"
2020-01-18,https://www.nytimes.com/2020/01/18/us/national-archives-womens-march-images.html,National Archives Apologizes for Altering Image of 2017 Women’s March,article,News,,"['Demonstrations, Protests and Riots', 'Archives and Records', 'Women and Girls', ""Women's Rights"", 'Photography', 'United States Politics and Government', 'Apologies']"
2020-01-18,https://www.nytimes.com/2020/01/18/opinion/sunday/deaths-despair-personal-responsibility.html,Are My Friends’ Deaths Their Fault or Ours?,article,Op-Ed,,"['Poverty', 'Addiction (Psychology)', 'Drug Abuse and Traffic', 'Deaths (Fatalities)', 'Social Conditions and Trends', 'United States Politics and Government']"
2020-01-18,https://www.nytimes.com/2020/01/18/opinion/sunday/republicans-trump-impeachment.html,Senate Republicans Are Bathed in Shame,article,Op-Ed,,"['Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry', 'United States Politics and Government']"
2020-01-18,https://www.nytimes.com/2020/01/18/opinion/sunday/starr-dershowitz-trump-epstein.html,Starr Chamber: The Sequel,article,Op-Ed,,"['Impeachment', 'Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry', 'United States Politics and Government']"
2020-01-18,https://www.nytimes.com/2020/01/18/opinion/sunday/the-chinese-population-crisis.html,The Chinese Population Crisis,article,Op-Ed,,"['Politics and Government', 'Birth Control and Family Planning', 'Birth Rates']"
2020-01-18,https://www.nytimes.com/2020/01/18/us/doris-miller-aircraft-carrier.html,Navy Aircraft Carrier to Be Named for Black Pearl Harbor Veteran,article,News,,"['United States Defense and Military Forces', 'Ships and Shipping', 'Awards, Decorations and Honors']"
2020-01-18,https://www.nytimes.com/2020/01/18/opinion/sully-biden-stutter-lara-trump.html,"Capt. ‘Sully’ Sullenberger: Like Joe Biden, I Once Stuttered, Too. I Dare You to Mock Me.",article,Op-Ed,,"['Presidential Election of 2020', 'Stuttering', 'Public Speaking']"
2020-01-18,https://www.nytimes.com/2020/01/18/world/middleeast/clashes-shake-beirut-as-anti-government-protests-explode-in-violence.html,Clashes Shake Beirut as Anti-Government Protests Explode in Violence,article,News,,"['Demonstrations, Protests and Riots', 'Politics and Government', 'Economic Conditions and Trends', 'Corruption (Institutional)']"
2020-01-18,https://www.nytimes.com/2020/01/18/us/winter-storm-forecast.html,"Winter Storm Brings Heavy Snow to the Midwest, Disrupting Travel",article,News,,"['Snow and Snowstorms', 'Weather']"
2020-01-18,https://www.nytimes.com/2020/01/18/opinion/putin-russia.html,Putin the Immortal,article,Editorial,,"['Politics and Government', 'Term Limits (Political Office)']"
2020-01-18,https://www.nytimes.com/2020/01/18/opinion/sunday/privacy-trust.html,How the ‘Sharing’ Economy Erodes Both Privacy and Trust,article,Op-Ed,,['Privacy']
2020-01-18,https://www.nytimes.com/2020/01/18/us/politics/house-trump-impeachment.html,Trump’s Defense Team Calls Impeachment Charges ‘Brazen’ as Democrats Make Legal Case,article,News,,"['Impeachment', 'Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry', 'Foreign Aid', 'Constitution (US)', 'United States Politics and Government']"
2020-01-18,https://www.nytimes.com/2020/01/18/crosswords/daily-puzzle-2020-01-19.html,Biotechnology,article,News,,"['Crossword Puzzles', 'Genetic Engineering', 'Biotechnology and Bioengineering']"
2020-01-18,https://www.nytimes.com/2020/01/18/arts/music/barry-tuckwell-dead.html,"Barry Tuckwell, French Horn Virtuoso, Is Dead at 88",article,Obituary (Obit),,"['Deaths (Obituaries)', 'Classical Music']"
