,date,url,headline,articles,doc_type,material_type,section,keywords,label
1735,2021-05-13,technology,The Apple and Amazon Side Hustles,company say always best advertising business suggest otherwise,article,News,,"['Online Advertising', 'Advertising and Marketing', 'E-Commerce']",technology
1736,2021-05-13,arts,"From David Hammons, a Tribute to Pier 52 and Lastingness",artistic path cross ship night day end hammons create immortalizing homage gordon matta clark art history,article,Review,,"['Art', 'Sculpture']",arts
1737,2021-05-13,arts,St. Vincent Flirts With Autobiography and the Sounds of the ’70s,sixth solo album daddy singer songwriter annie clark turn world building role playing briefly inward,article,Review,,['Pop and Rock Music'],arts
1738,2021-05-13,us,Judge Delays Trial for Other Officers Charged in Killing of George Floyd,delay trial former officer charge aid abet second degree murder allow separate federal case move forward,article,News,,"['Police Brutality, Misconduct and Shootings', 'Murders, Attempted Murders and Homicides', 'Decisions and Verdicts']",us
1739,2021-05-13,science,Extraterrestrial Plutonium Atoms Turn Up on Ocean Bottom,rare form element find pacific seabed point violent birth collide star,article,News,,"['Plutonium', 'Oceans and Seas', 'Space and Astronomy', 'Earth', 'your-feed-science']",science
1740,2021-05-13,science,Another Group of Scientists Calls for Further Inquiry Into Origins of the Coronavirus,researcher urge open mind say lack evidence leaf theory natural spillover laboratory leak viable,article,News,,"['Coronavirus (2019-nCoV)', 'Laboratories and Scientific Equipment', 'Research', 'your-feed-science', 'Vaccination and Immunization']",science
1741,2021-05-13,smarter-living,What to Pack for Your Next Theme-Park Trip,theme park journalist yes real job win hit legoland flag item,multimedia,Interactive Feature,,"['Content Type: Service', 'AMUSEMENT AND THEME PARKS', 'Quarantine (Life and Culture)']",smarter-living
1742,2021-05-13,dining,These Gingery Soba Noodles May Just Defy Definition,yotam ottolenghi food comfort food quick prepare dish especially sustain,article,News,,"['Cooking and Cookbooks', 'Soups']",dining
1743,2021-05-13,health,"Experts Urge Strict Workplace Air Quality Standards, in Wake of Pandemic",researcher issue call action improve indoor air quality safeguard spread contagion coronavirus,article,News,,"['Coronavirus Risks and Safety Concerns', 'Heating, Ventilation and Cooling (HVAC)', 'Disease Rates', 'Coronavirus (2019-nCoV)', 'Workplace Hazards and Violations', 'Masks', 'Water', 'your-feed-healthcare']",health
1744,2021-05-13,world,"As Ethiopia Fights in Tigray Region, a Crackdown on Journalists",authority detain journalist charge revoke accreditation reporter new york time,article,News,,"['Freedom of the Press', 'Elections', 'War and Armed Conflicts', 'War Crimes, Genocide and Crimes Against Humanity', 'Politics and Government', 'Defense and Military Forces']",world
1745,2021-05-13,books,9 New Books We Recommend This Week,suggest reading critic editor new york time,article,List,,['Books and Literature'],books
1746,2021-05-13,theater,"As Broadway Plans Its Return, ‘Hamilton’ Will Require Vaccines Backstage",show set broadway reopen date audience expect full crowd mask flexible ticketing policy low price,article,News,,"['Theater', 'Coronavirus Reopenings']",theater
1747,2021-05-13,theater,When Does the Curtain Rise on Your Favorite Broadway Shows?,plan production far include old favorite brand new musical get start,article,News,,"['Theater', 'Coronavirus Reopenings', 'Content Type: Service']",theater
1748,2021-05-13,insider,"Lasers, a Drone and 31 Mics: How We Created a 3-D Experience of Hearing a Choir",socially distant gospel choir sound times journalist technologist put user sanctuary church harlem,article,News,,"['Music', 'Shutdowns (Institutional)', '3-D Devices and Effects', 'Coronavirus (2019-nCoV)', 'Newspapers']",insider
1749,2021-05-13,world,Cameroon Sentences Transgender Women to 5 Years in Prison,human right group lawyer say sentence late example crackdown homosexual transgender people cameroon,article,News,,"['Homosexuality and Bisexuality', 'Transgender and Transsexuals', 'Discrimination', 'Human Rights and Human Rights Violations']",world
1750,2021-05-13,opinion,Why I Am Not Vaccinated,reader say decision make lightly consider welfare others also republican poll watcher curtail vote,article,Letter,,"['Vaccination and Immunization', 'Coronavirus (2019-nCoV)', 'United States Politics and Government', 'Voting and Voters']",opinion
1751,2021-05-13,dining,Books to Inspire Hunger and Thirst,wine textbook crucial rarely move book teach think wine feel,article,News,,"['Wines', 'Books and Literature']",dining
1752,2021-05-13,learning,"What Students Are Saying About Living in Political Bubbles, Annual College Lists and Being Productive",teenage comment response recent writing prompt invitation join ongoing conversation,article,News,,[],learning
1753,2021-05-13,opinion,Should Two- and Four-Year Degrees Be Free?,revive high education america require holistic solution end student debt restore dignity educator,article,Op-Ed,,"['Colleges and Universities', 'Tuition']",opinion
1754,2021-05-13,opinion,Ellen’s Relatability Was Her Downfall,widen gulf talk show host approachable shtick actual self create impossible cognitive dissonance,article,Op-Ed,,"['Television', 'Celebrities', 'Content Type: Personal Profile']",opinion
1755,2021-05-13,us,‘Get People Off’: Shutdown Ordered for Cracked Bridge in Memphis,interstate bridge mississippi river close week longer damage lead catastrophic event,article,News,,"['Bridges and Tunnels', 'Infrastructure (Public Works)']",us
1756,2021-05-13,realestate,"Eugene Webb, Leading Harlem Real Estate Broker, Dies at 102",raise alabama make fortune new york become banker civic leader developer,article,Obituary (Obit),,"['Deaths (Obituaries)', 'Real Estate and Housing (Residential)', 'Real Estate (Commercial)', 'Black People', 'Blacks', 'Banking and Financial Institutions']",realestate
1757,2021-05-13,opinion,Clashing Views on Israel and Gaza,new violence israel palestinian prompt outpouring response news opinion article sampling,article,Letter,,"['Jews and Judaism', 'Palestinians', 'Territorial Disputes', 'Civilian Casualties']",opinion
1758,2021-05-13,politics,Activists and Ex-Spy Said to Have Plotted to Discredit Trump ‘Enemies’ in Government,campaign include planned operation president trump national security adviser time h r mcmaster f b employee accord document interview,article,News,,"['Espionage and Intelligence Services', 'United States Politics and Government', 'Conservatism (US Politics)']",politics
1759,2021-05-13,us,"‘Our Collective Gift’: For Eid al-Fitr, Women Share Their Mothers’ Recipes",poet writer kima jones prepare eid al fitr use time connect ancestor family food,article,News,,"['Muslims and Islam', 'Recipes', 'Holidays and Special Occasions', 'Cooking and Cookbooks']",us
1760,2021-05-13,arts,‘We Are the Met’: Opera Unions Rally Against Proposed Pay Cuts,metropolitan opera hop reopen september long pandemic closure simmer labor tension call date question,article,News,,"['Opera', 'Organized Labor', 'Wages and Salaries', 'Labor and Jobs', 'Coronavirus (2019-nCoV)', 'Coronavirus Reopenings']",arts
1761,2021-05-13,podcasts,The People in the Neighborhood,powerful reveal aspect derek chauvin trial community create stranger,article,News,,"['Black People', 'Blacks', 'Witnesses', 'Race and Ethnicity']",podcasts
1762,2021-05-13,world,Gaza’s Rockets: A Replenished Arsenal That Vexes Israel,blockade palestinian militant use help iran ingenuity israeli fire dud even plumb pipe make thousand rocket increased range,article,News,,"['Defense and Military Forces', 'Palestinians', 'War and Armed Conflicts']",world
1763,2021-05-13,arts,What’s in Our Queue? ‘Call My Agent’ and More,reporter culture desk watch reading listen lately,multimedia,Interactive Feature,,[],arts
1764,2021-05-13,multimedia,At Last: Hugs,vaccinated new yorkers finally able reunite embrace,multimedia,Interactive Feature,,"['Hugging', 'Vaccination and Immunization']",multimedia
1765,2021-05-13,style,The Life of the Party,new book bill cunningham highlight time photographer effort give back new york city people,article,News,,"['Books and Literature', 'Photography', 'Fashion and Apparel', 'Parties (Social)', 'Philanthropy', 'News and News Media']",style
1766,2021-05-13,learning,Film Club: ‘The Stonewall You Know Is a Myth. And That’s O.K.’,significance stonewall uprising event historic night still subject great debate,article,News,,[],learning
1767,2021-05-13,briefing,Your Friday Briefing,chaos street israel,article,briefing,,[],briefing
1768,2021-05-13,opinion,Krugman Wonks Out: Return of the Monetary Cockroaches,old fallacy make comeback time added technobabble,article,Op-Ed,,"['Inflation (Economics)', 'United States Economy']",opinion
1769,2021-05-13,obituaries,"Overlooked No More: Usha Mehta, Freedom Fighter Against British Rule in India",help establish underground station congress radio amplify mahatma gandhi message rebellion,article,Obituary (Obit),,"['Biographical Information', 'Politics and Government', 'Demonstrations, Protests and Riots', 'Radio']",obituaries
1770,2021-05-13,t-magazine,Love Artisanal Soaps? Make Your Own,susan ryhanen create saipua specialty bar daughter farm upstate new york offer step step guide reproduce sudsy magic,article,News,,"['Cleansers, Detergents and Soaps', 'Content Type: Service', 'Handicrafts']",t-magazine
1771,2021-05-13,us,Coronavirus Briefing: What Happened Today,c c say vaccinated american stop wear mask indoor outdoor setting,article,News,,"['Coronavirus Reopenings', 'Quarantine (Life and Culture)', 'Disease Rates', 'Coronavirus (2019-nCoV)', 'Vaccination and Immunization', 'Education (K-12)']",us
1772,2021-05-13,politics,"Republicans Rewrite History of the Capitol Riot, Hampering an Inquiry",republican congress insist investigation jan attack include examination left wing violence,article,News,,"['Rumors and Misinformation', 'Storming of the US Capitol (Jan, 2021)', 'Right-Wing Extremism and Alt-Right', 'United States Politics and Government']",politics
1773,2021-05-13,business,"Disney’s Streaming Service Slows, Coloring a Profitable Quarter",profit total disney subscriber analyst estimate,article,News,,"['Media', 'Television', 'Company Reports', 'AMUSEMENT AND THEME PARKS']",business
1774,2021-05-13,technology,"Coinbase made $771 million in profit in the first quarter, benefiting from crypto mania.",company say rival swarm market increase competition spend heavily marketing development keep ahead competitor,article,News,,"['Virtual Currency', 'Bitcoin (Currency)', 'Company Reports', 'Computers and the Internet']",technology
1775,2021-05-13,politics,Chip Roy challenges Elise Stefanik to replace Liz Cheney in House G.O.P. leadership.,republican schedule meet friday morning select ms cheney replacement chair house republican conference,article,News,,"['United States Politics and Government', 'Conservatism (US Politics)']",politics
1776,2021-05-13,technology,"Colonial Pipeline paid 75 Bitcoin, or roughly $5 million, to hackers.",colonial pre emptively shut pipeline operation friday president biden rule retaliatory strike responsible,article,News,,"['Pipelines', 'Computers and the Internet', 'Extortion and Blackmail', 'Cyberattacks and Hackers', 'United States Politics and Government']",technology
1777,2021-05-13,politics,The Fall and Rise of a House Leader,john boehner show comeback political wilderness possible,article,News,,"['United States Politics and Government', 'Tea Party Movement', 'Conservatism (US Politics)', 'Elections, House of Representatives', 'Storming of the US Capitol (Jan, 2021)']",politics
1778,2021-05-13,politics,‘Is this not a massive failure?’ The latest data from the border draws mixed reactions on the Hill.,situation border become partisan flash point republican contend migrant take advantage weak biden administration policy,article,News,,"['Illegal Immigration', 'United States Politics and Government']",politics
1779,2021-05-13,us,"Some states lift mask mandates for vaccinated people, while others greet the new C.D.C. guidance with caution.",new policy seem catch many retailer worker surprise major union food worker ask suppose serve vaccination police,article,News,,"['internal-essential', 'Masks', 'Coronavirus (2019-nCoV)', 'Vaccination and Immunization']",us
