date,category_id,category,headline,articles,url
2020-01-16,3,arts,A Painter Resurrects Louisiana’s Vanished Creole Culture,andrew lamar hopkins celebrates the rich contributions of 19thcentury new orleans in his folk art style and drag,https://www.nytimes.com/2020/01/16/arts/design/Andrew-LaMar-Hopkins-New-Orleans-winter-show-.html
2020-01-16,1,world,The American Mustache Ruffling Feathers in South Korea,the facial hair of ambassador harry b harris jr who is japaneseamerican reminds many south koreans of japans colonial rule,https://www.nytimes.com/2020/01/16/world/asia/american-ambassador-mustache-south-korea.html
2020-01-16,1,world,TV Cameras Coming to English Criminal Courts,judges sentencing remarks in some serious criminal cases in england and wales will be televised a rarity in much of europe,https://www.nytimes.com/2020/01/16/world/europe/cameras-british-courts.html
2020-01-16,2,politics,G.A.O. Report Says Trump Administration Broke Law in Withholding Ukraine Aid,as the senate prepared for the impeachment trial the government accountability office said the white house violated a law that limits a presidents power to withhold money allocated by congress,https://www.nytimes.com/2020/01/16/us/politics/gao-trump-ukraine.html
2020-01-16,4,business,"The Work Diary of Derrius Quarles, Million-Dollar Multitasker",a former foster care child pays it forward exponentially with a financial app brand strategy and a new government position,https://www.nytimes.com/2020/01/16/business/derrius-quarles-work-diary.html
2020-01-16,0,opinion,President Bernie Sanders,it really could happen,https://www.nytimes.com/2020/01/16/opinion/bernie-sanders-2020.html
2020-01-16,3,arts,Philadelphia Mayor: Museum Should ‘Strengthen’ Sexual Harassment Policy,the mayors remarks come after a former philadelphia museum of art boss was forced to resign from his erie art museum post following a new york times report,https://www.nytimes.com/2020/01/16/arts/design/philadelphia-museum-art-sexual-harassment.html
2020-01-16,2,politics,Liz Cheney Says She Won’t Run for Senate in Wyoming,ms cheney the highestranking republican woman in the house said she would seek reelection to that chamber rather than pursue a vacant senate seat,https://www.nytimes.com/2020/01/16/us/politics/liz-cheney-senate.html
2020-01-16,3,arts,Martin Luther King Jr. Day: 8 Places in New York to Remember His Legacy,at events across the city you can commemorate kings achievements or follow his example of activism and service,https://www.nytimes.com/2020/01/16/arts/mlk-day-events-new-york.html
2020-01-16,2,politics,"Senate Passes Revised NAFTA, Sending Pact to Trump’s Desk",the senate gave bipartisan approval to the united statesmexicocanadaagreement just before house lawmakers presented the chamber with impeachment charges against president trump,https://www.nytimes.com/2020/01/16/us/politics/usmca-vote.html
2020-01-16,3,arts,Review: Gustavo Dudamel Jolts the ‘New World’ Symphony to Life,this overplayed classic felt fresh in the star conductors return to the new york philharmonic after 11 years,https://www.nytimes.com/2020/01/16/arts/music/gustavo-dudamel-philharmonic-review.html
2020-01-16,5,sports,Police Seek to Arrest Odell Beckham Jr. After Video Shows Backside Slap,video of the star cleveland browns receiver showed him smacking the backside of a security officer while celebrating his former university louisiana state winning college footballs national championship,https://www.nytimes.com/2020/01/16/sports/odell-beckham-arrest-warrant.html
2020-01-16,0,opinion,Message in a Bagel (Bill de Blasio’s),a reader welcomes a diversion from the political madness,https://www.nytimes.com/2020/01/16/opinion/letters/bagels-bill-de-blasio.html
2020-01-16,5,sports,"George Nicolau, Arbitrator in Baseball’s Collusion Cases, Dies at 94",he found that team owners had twice conspired to impede the market for free agents in the 1980s as a result of his rulings owners had to pay 280 million,https://www.nytimes.com/2020/01/16/sports/george-nicolau-dead.html
2020-01-16,0,opinion,The Drama Within the Royal Family,readers join in the worldwide judging of harry and meghans decision to become parttime royals,https://www.nytimes.com/2020/01/16/opinion/letters/harry-meghan-royals.html
2020-01-16,1,world,American Family Stuck in Saudi Arabia While Father Stands Trial,the saudi government has barred dr walid fitaihi a dual saudiamerican citizen and his wife and six children from leaving the kingdom while he faces charges the us believes have no merit,https://www.nytimes.com/2020/01/16/world/middleeast/saudi-fitaihi-trial.html
2020-01-16,2,politics,Key Moments as Trump’s Impeachment Trial Formally Begins,president trumps fate now rests with a senate controlled by 53 republicans many of whom have already dismissed the charges against him out of hand,https://www.nytimes.com/2020/01/16/us/politics/impeachment-trial.html
2020-01-16,5,sports,Carlos Beltran Out as Mets Manager After Cheating Scandal,beltran whom the mets had hired in november was implicated as part of the signstealing scheme used by the astros when he was with them,https://www.nytimes.com/2020/01/16/sports/baseball/carlos-beltran-mets-resigns.html
2020-01-16,1,world,Germany Investigates 3 Suspected of Spying for China,raids were carried out on the homes and offices of the three people at a time when berlin faces pressure over huawei the chinese company that the us has labeled a national security risk,https://www.nytimes.com/2020/01/16/world/europe/germany-china-spying.html
2020-01-16,3,arts,"Leslie Jones Is Ready to Rock the Boat, Hard",the star of a dynamite new special talks about why she left snl why she quit performing at the same club as louis ck and how the next ghostbusters is a win for the trolls,https://www.nytimes.com/2020/01/16/arts/television/leslie-jones.html
2020-01-16,0,opinion,Lev Parnas Speaks Out About What Trump Knew,a reader says the giuliani associates statements leave no doubt that the president was deeply involved in the ukraine affair,https://www.nytimes.com/2020/01/16/opinion/letters/lev-parnas-trump.html
2020-01-16,4,business,"Peacock, NBC’s Streaming Service, Will Have a Free Option and ‘The Office’",comcast a late convert to streaming is distinguishing itself from netflix and other competitors by embracing ads,https://www.nytimes.com/2020/01/16/business/peacock-streaming-nbcuniversal-comcast.html
2020-01-16,0,opinion,Why Did I Let a Convicted War Criminal Practice Energy Healing on Me?,my 48 hours alone with radovan karadzic,https://www.nytimes.com/2020/01/16/opinion/sunday/radovan-karadzic.html
2020-01-16,2,politics,Senate Opens Trump Impeachment Trial as New Ukraine Revelations Emerge,the chief justice was sworn in as the presiding officer and senators swore to do impartial justice as the senate opened only the third presidential impeachment trial in us history,https://www.nytimes.com/2020/01/16/us/politics/trump-impeachment.html
2020-01-16,4,business,Trump’s Next Trade Fight Could Be With Europe,fiery remarks by europes new trade commissioner hint at what could be president trumps biggest trade battle this year,https://www.nytimes.com/2020/01/16/business/economy/trump-EU-trade-fight.html
2020-01-16,0,opinion,What Will Each Senator Say About Trump? We Deserve to Know,the senate has closed the door for impeachment deliberations in the past it should let the public in,https://www.nytimes.com/2020/01/16/opinion/trump-impeachment-trial.html
2020-01-16,3,arts,Exploring the Solar System Anew at the Hayden Planetarium,the american museum of natural historys first new space show since 2013 is a headspinning adventure that makes a statement about the fragility of earth,https://www.nytimes.com/2020/01/16/arts/worlds-beyond-earth-hayden-planetarium.html
2020-01-16,0,opinion,What Americans Don’t Understand About China’s Power,its biggest advantage is american stagnation,https://www.nytimes.com/2020/01/16/opinion/sunday/china-economy-trade.html
2020-01-16,0,opinion,Ghost Rails of the Holy Land,following the dead tracks around israel brings a forgotten middle east back to life,https://www.nytimes.com/2020/01/16/opinion/israel-railroad-tracks.html
2020-01-16,2,politics,Intelligence Officials Invited to Testify to House Amid Uncertainty,the officials appear reluctant to attend an annual hearing after last years testimony revealed splits with the white house on key issues and angered president trump,https://www.nytimes.com/2020/01/16/us/politics/intelligence-officials-hearing.html
2020-01-16,3,arts,"Lorenza Mazzetti, Wartime Survivor and Seminal Filmmaker, Dies at 92",she was spared by german soldiers seeking her uncle and protector a cousin of albert einstein she went on to help start the british new wave in cinema,https://www.nytimes.com/2020/01/16/arts/lorenza-mazzetti-dead.html
2020-01-16,4,business,Stocks Continue Record Climb as Earnings Overshadow Impeachment,the sp 500 nasdaq and russell 2000 are all in record territory,https://www.nytimes.com/2020/01/16/business/stock-market-record.html
2020-01-16,5,sports,Tagliabue’s Missteps on Concussions Don’t Impede Entry to Hall of Fame,the crisis in brain damage believed tied to head hits in football soared on his watch but he did little to acknowledge it and some say tried to hide it,https://www.nytimes.com/2020/01/16/sports/football/paul-tagliabue-hall-of-fame-concussions.html
2020-01-16,2,politics,"No Charges in Assault Complaint at V.A. Hospital, and a Public Fight Erupts",a cabinet secretary a house committee chairman and an inspector general are at odds after a congressional staff member said she was sexually assaulted,https://www.nytimes.com/2020/01/16/us/politics/sexual-assault-va-hospitals.html
2020-01-16,3,arts,When Art Begins at the Scene of a Crime,the mexican artist teresa margolles makes unflinching art about violent death and its aftermath her newest photographs and installations are now in new york city,https://www.nytimes.com/2020/01/16/arts/teresa-margolles-james-cohan-gallery.html
2020-01-16,2,politics,Ayanna Pressley Opens Up About Living With Alopecia and Hair Loss,the congresswoman from massachusetts said that she was making peace with the condition in a video released on thursday,https://www.nytimes.com/2020/01/16/us/politics/alopecia-ayanna-pressley.html
2020-01-16,5,sports,Derrick Henry Leads the Titans’ Run-More Rebellion,tennessees success behind a power running game and a quarterback who keeps teams honest runs counter to footballs modern aerial show but the titans have shown that teams can win in different ways,https://www.nytimes.com/2020/01/16/sports/derrick-henry-titans-playoffs.html
